Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,World,WLD,..,3.85399007797241,4.21035480499268,4.43129992485047,4.39989495277404,4.38715648651123,4.25407981872559,4.08553981781006,4.21256995201111,4.09531021118164,4.33204984664917,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Afghanistan,AFG,..,..,3.3199999332428,3.45445990562439,3.69521999359131,3.2558000087738,3.5119800567627,3.37331008911133,3.19979000091553,3.21377992630005,2.86085939407349,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Albania,ALB,..,3.4301700592041,2.9300000667572,3.53929996490479,3.04999995231628,3.43796992301941,3.96209001541138,3.61173009872437,3.15490126609802,3.91665005683899,3.09999990463257,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Algeria,DZA,..,..,7.63759708404541,7.29229640960693,7.31870079040527,7.96296739578247,7.34435987472534,6.50538015365601,5.8663501739502,6.10035991668701,7.04239749908447,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Andorra,AND,..,..,..,2.50616002082825,3.07420992851257,3.28034996986389,3.23707008361816,3.21708989143372,3.2467200756073,3.15060997009277,..,2.88000011444092
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Angola,AGO,..,2.60753011703491,3.08190989494324,4.4389500617981,3.12292003631592,3.48690009117126,2.75494003295898,2.46688008308411,2.04469990730286,1.92745995521545,2.41519999504089,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Antigua and Barbuda,ATG,..,..,2.48524761199951,2.60647583007813,2.70147109031677,2.84073400497437,2.43079996109009,2.44847989082336,2.64407992362976,2.83134007453918,3.45311999320984,3.8362500667572
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Argentina,ARG,1.06737995147705,4.58030986785889,5.34582996368408,5.43661022186279,5.36144018173218,5.77611017227173,5.54548978805542,5.45431995391846,4.87773990631104,4.72417020797729,5.01604986190796,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Armenia,ARM,..,2.77273011207581,2.77248001098633,2.65018010139465,2.24724006652832,2.80591011047363,2.75812005996704,2.70759010314941,2.25587010383606,2.56185007095337,2.70567011833191,2.77138996124268
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Aruba,ABW,..,4.71468019485474,6.54905986785889,6.44295978546143,5.85128021240234,5.88826990127563,5.4913501739502,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Australia,AUS,4.66854000091553,4.88731002807617,4.86787986755371,5.22923994064331,5.1646900177002,5.31583976745605,5.28623008728027,5.13680982589722,5.12344980239868,5.13531017303467,6.09999990463257,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Austria,AUT,4.95725011825562,5.58880996704102,5.48040008544922,5.54711008071899,5.44761991500854,5.45658016204834,5.4796199798584,5.37159013748169,5.22452020645142,5.21291017532349,5.07000017166138,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Azerbaijan,AZE,..,3.85399007797241,2.06763005256653,2.44213008880615,2.63303995132446,2.95167994499207,2.90340995788574,2.47381997108459,2.45543003082275,2.68108010292053,4.33204984664917,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Bahamas, The",BHS,..,2.23284006118774,2.60999989509583,2.72000002861023,2.5,2.24990010261536,2.33118009567261,2.42277002334595,2.24967002868652,2.28841996192932,2.37134003639221,2.78221988677979
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Bahrain,BHR,..,..,2.64530992507935,2.47689008712769,2.46745991706848,2.6745400428772,2.86999988555908,2.32452011108398,2.36661005020142,2.09490990638733,2.15205001831055,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Bangladesh,BGD,1.51911997795105,2.12508010864258,2.04667067527771,1.96616005897522,2.09871673583984,1.87225413322449,2.22119998931885,2.21661949157715,1.94795548915863,1.97184658050537,2.04921746253967,2.11938500404358
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Barbados,BRB,..,4.71585988998413,5.26274013519287,5.14899015426636,6.14349985122681,5.3829197883606,4.70732021331787,4.36638021469116,5.42886018753052,3.20398998260498,3.05817008018494,6.45361995697021
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Belarus,BLR,..,6.19661998748779,4.95964002609253,5.0094199180603,4.81830978393555,4.78751993179321,4.94654989242554,4.79499006271362,5.38111019134521,4.97947978973389,4.95244979858398,4.70553016662598
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Belgium,BEL,..,..,6.25576496124268,6.63052988052368,6.59046983718872,6.4515700340271,6.46173000335693,6.42534017562866,6.38137006759644,6.33975982666016,6.71000003814697,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Belize,BLZ,..,5.02842998504639,..,6.42537021636963,6.61468982696533,6.87015008926392,7.29365015029907,7.45028018951416,7.47227001190186,7.1383900642395,7.52877998352051,8.70701026916504
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Benin,BEN,..,2.11366009712219,3.56202006340027,3.3275101184845,3.161789894104,3.17298007011414,2.89910006523132,3.53558993339539,2.93161988258362,2.96519994735718,3.00365996360779,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Bermuda,BMU,3.13619995117188,..,..,..,1.5368800163269,1.50163996219635,1.91544389724731,1.32495999336243,1.93595468997955,1.92723786830902,1.87477123737335,1.89716053009033
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Bhutan,BTN,..,5.78675985336304,7.77354383468628,5.72275018692017,6.04489994049072,6.27318954467773,6.99333238601685,7.39539813995361,6.80103349685669,5.67544555664063,5.90141773223877,7.00352382659912
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Bolivia,BOL,..,..,7.90000009536743,7.57999992370605,8.26000022888184,8.9399995803833,8.85000038146973,8.65999984741211,8.89999961853027,7.67268991470337,9.8374547958374,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Botswana,BWA,5.73963022232056,..,..,..,..,7.80650997161865,7.97483015060425,7.29974985122681,6.72131013870239,6.91437005996704,8.73999977111816,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Brazil,BRA,..,3.94893002510071,5.85510015487671,5.8388500213623,5.94848012924194,6.24105978012085,6.314040184021,6.32047986984253,6.08851003646851,5.96346998214722,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,British Virgin Islands,VGB,..,..,3.56569600105286,4.46932554244995,4.01838827133179,4.71405982971191,3.79742002487183,2.46259999275208,2.4343900680542,2.63095998764038,2.59050011634827,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Brunei Darussalam,BRN,3.95995998382568,3.70590996742249,2.88959002494812,..,3.35318994522095,..,4.42540979385376,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Bulgaria,BGR,4.45406007766724,..,3.47637009620667,4.05822992324829,4.0829291343689,3.92179489135742,3.4033100605011,4.07527017593384,4.04530000686646,4.19717979431152,4.03999996185303,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Burkina Faso,BFA,..,..,3.60315990447998,4.08343982696533,4.05329990386963,3.67008996009827,..,5.62846994400024,5.488609790802,5.69684982299805,5.51908016204834,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Burundi,BDI,3.35932993888855,2.64547991752625,6.16786003112793,5.99535989761353,6.78452014923096,6.37054014205933,4.69199991226196,4.76202011108398,5.07864999771118,5.34668016433716,5.04097986221313,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Cabo Verde,CPV,..,..,5.06839513778687,5.00144004821777,4.96387004852295,5.26691007614136,5.28879022598267,5.18174982070923,5.36885023117065,4.73345994949341,7.58479022979736,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Cambodia,KHM,..,1.66681003570557,1.61839783191681,1.64706420898438,1.67457401752472,1.92503559589386,2.06424736976624,2.3161518573761,2.57805943489075,2.89662981033325,3.12630653381348,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Cameroon,CMR,3.28710007667542,1.70284998416901,2.60306000709534,2.6554799079895,2.58396005630493,2.65791988372803,2.56234002113342,3.05962991714478,3.03096008300781,3.08087992668152,3.16616010665894,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Canada,CAN,5.9919900894165,5.42331981658936,4.69258737564087,4.5890097618103,4.84358978271484,4.7393798828125,4.81642007827759,4.95996999740601,4.8889799118042,4.77293014526367,5.17000007629395,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,2.16680669784546,2.06455874443054,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Central African Republic,CAF,2.2441999912262,1.61265003681183,1.98035001754761,2.63821005821228,2.22014999389648,1.91023004055023,1.7540899515152,1.75364995002747,1.56587994098663,1.76871001720428,2.16669988632202,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Chad,TCD,..,2.64670991897583,2.20615005493164,2.85070991516113,2.59999990463257,2.40000009536743,2.29999995231628,2.45481991767883,2.25947999954224,2.37245988845825,2.9085099697113,2.8881299495697
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Chile,CHL,2.25015997886658,3.77583003044128,4.54170417785645,4.52942991256714,4.73094987869263,4.87530994415283,5.34201002120972,5.41966009140015,5.43316984176636,5.61812019348145,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,China,CHN,..,..,4.07742977142334,3.85250997543335,3.72663998603821,3.82487010955811,3.79362010955811,3.66744995117188,3.54249000549316,3.53999996185303,3.5699999332428,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Colombia,COL,..,3.5112099647522,4.37038993835449,4.87855005264282,4.62945985794067,4.47038984298706,4.47721004486084,4.53551006317139,4.44910001754761,4.5062198638916,4.93310022354126,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Comoros,COM,..,..,2.74783992767334,2.3827600479126,2.74472999572754,2.5450599193573,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Congo, Dem. Rep.",COD,..,..,..,2.06221008300781,1.95142996311188,2.17043995857239,2.1186900138855,1.45494997501373,..,..,2.45000004768372,2.70000004768372
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Congo, Rep.",COG,..,..,2.73922991752625,5.01387977600098,3.1837100982666,3.28257989883423,5.23999977111816,4.45052003860474,2.99548006057739,3.57539010047913,4.4486198425293,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Costa Rica,CRI,..,4.66695022583008,6.58239984512329,6.68739986419678,6.67952013015747,6.87349987030029,6.89395999908447,7.06980991363525,6.76991987228394,6.79584980010986,6.71066999435425,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Cote d'Ivoire,CIV,..,2.40031003952026,3.4344699382782,3.45860004425049,3.31416988372803,3.49415993690491,3.97232007980347,3.80347990989685,3.23993992805481,3.71637988090515,3.44302010536194,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Croatia,HRV,..,..,4.77677822113037,4.50039005279541,4.94188404083252,4.93153858184814,4.71728134155273,3.85475993156433,3.90755009651184,3.91686010360718,5.53999996185303,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Cuba,CUB,..,7.70481014251709,1.15516604637378E-05,1.06716961454367E-05,9.60746911005117E-06,8.96333767741453E-06,9.0131334218313E-06,8.44410442368826E-06,8.02498743723845E-06,9.04697026271606E-06,1.15247967187315E-05,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Curacao,CUW,..,..,6.07949829101563,4.93095016479492,..,7.10573673248291,6.98528003692627,..,6.57879114151001,6.3969464302063,7.42913866043091,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Cyprus,CYP,3.33924007415771,4.98954010009766,5.91185474395752,6.48377990722656,6.44049978256226,6.32612991333008,6.14541006088257,5.71853017807007,5.15285396575928,5.25063991546631,6.05999994277954,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Czechia,CZE,..,3.64034008979797,4.22070980072021,4.04676008224487,3.96522998809814,5.75182008743286,5.55373001098633,3.80615997314453,4.26692008972168,4.54337978363037,5.07999992370605,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Denmark,DNK,..,8.08434009552002,7.23782014846802,8.49442958831787,7.634850025177,7.01041460037231,7.4769401550293,7.75243997573853,6.79277992248535,6.88857984542847,6.38000011444092,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Djibouti,DJI,..,9.65999984741211,6.35127544403076,4.64782524108887,4.38407516479492,3.59024000167847,3.92439007759094,3.74855995178223,3.62773990631104,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Dominica,DMA,..,..,..,..,..,3.40858006477356,5.12972021102905,4.7667498588562,5.57154989242554,5.57618999481201,4.69630002975464,5.46584510803223
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Dominican Republic,DOM,..,1.88829004764557,2.49751996994019,3.48054003715515,3.96376991271973,3.81624007225037,3.85050010681152,3.92026996612549,3.92848992347717,4.04276990890503,4.61870002746582,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Ecuador,ECU,..,1.15093004703522,4.64307022094727,5.00464010238647,5.26099014282227,4.99870014190674,4.36275005340576,4.61426019668579,4.6214599609375,4.22565984725952,4.13413000106812,3.6913800239563
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Egypt, Arab Rep.",EGY,..,..,3.36829996109009,4.12252998352051,4.25138998031616,3.9308500289917,4.05000019073486,..,..,2.60999989509583,2.48000001907349,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,El Salvador,SLV,..,2.83868002891541,3.7124400138855,3.80149006843567,3.82416009902954,3.90987992286682,3.82523989677429,3.7252299785614,3.60575008392334,3.38515996932983,4.07082843780518,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Estonia,EST,..,5.33945989608765,4.71772003173828,4.84388017654419,4.39433002471924,5.14418983459473,5.15763998031616,4.96131992340088,5.2632098197937,5.30190992355347,6.57999992370605,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Eswatini,SWZ,5.48457002639771,5.50848007202148,5.59408855438232,5.08461046218872,7.07059001922607,5.35575008392334,5.41466999053955,6.13809013366699,5.67916011810303,5.64554977416992,5.34233999252319,4.99529981613159
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Ethiopia,ETH,..,3.98310995101929,5.56678009033203,4.4985499382019,4.60201978683472,4.73791980743408,5.06151008605957,5.64951992034912,5.06867980957031,4.48086881637573,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Faroe Islands,FRO,..,..,7.99603128433228,8.22133255004883,8.31260395050049,7.7147798538208,7.58258008956909,8.04458999633789,8.78139972686768,7.64010000228882,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Fiji,FJI,..,5.87773990631104,4.72265005111694,3.88288998603821,4.26821994781494,4.80931997299194,4.8358998298645,4.65118980407715,4.83571004867554,5.06788015365601,5.67535305023193,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Finland,FIN,5.33890008926392,5.70930004119873,7.14803981781006,7.12404012680054,7.10236978530884,7.03208017349243,6.85153007507324,6.36311006546021,6.27542018890381,6.41710996627808,5.88000011444092,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,France,FRA,4.51393985748291,..,5.45646715164185,5.50037813186646,5.51206302642822,5.46423482894897,5.41906690597534,5.45160007476807,5.40716981887817,5.35443019866943,5.5,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Gabon,GAB,..,3.82709002494812,3.01340007781982,3.02971005439758,2.66667008399963,2.99166011810303,2.66206002235413,3.32680988311768,2.93345999717712,2.73232007026672,3.18161010742188,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Gambia, The",GMB,2.82583999633789,1.46587002277374,2.63756990432739,1.81839001178741,2.23094010353088,2.16002988815308,2.0244300365448,2.45918989181519,2.36543989181519,2.78892993927002,2.76372003555298,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Georgia,GEO,..,2.18105006217957,1.90610003471375,2.8867199420929,2.99767994880676,3.16487002372742,3.59386992454529,3.57442998886108,3.5210599899292,3.80864000320435,3.85008001327515,3.62380003929138
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Germany,DEU,..,..,4.95658016204834,4.93538999557495,4.92102003097534,4.85515022277832,4.83923006057739,4.87182998657227,4.97576999664307,5.11664009094238,4.65999984741211,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Ghana,GHA,..,..,7.91913986206055,4.57646989822388,4.39978981018066,4.4340500831604,4.39452981948853,3.53362989425659,3.8861300945282,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Greece,GRC,2.04608011245728,3.23019003868103,4.51454973220825,4.47595977783203,4.28700971603394,3.66139006614685,3.97024154663086,3.47708988189697,3.59734010696411,3.58803009986877,4.44000005722046,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Greenland,GRL,..,..,12.8722324371338,13.3367881774902,12.8025388717651,12.004599571228,11.0861396789551,11.0285596847534,10.5601902008057,10.1543550491333,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Grenada,GRD,..,..,..,..,..,4.238609790802,..,3.17379999160767,3.55255007743835,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Guatemala,GTM,..,..,3.00524997711182,2.88808989524841,2.98562002182007,3.03032994270325,2.94474005699158,2.95009994506836,3.13704991340637,3.19928002357483,3.29972004890442,3.10876989364624
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Guinea,GIN,..,2.59340000152588,1.83370995521545,2.63421010971069,2.42281007766724,2.51713991165161,2.54450011253357,2.3203399181366,2.38432002067566,1.84836995601654,2.19947004318237,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Guinea-Bissau,GNB,..,..,2.00106000900269,2.13248991966248,2.20000004768372,2.29999995231628,2.29999995231628,2.20000004768372,2.13787007331848,2.94781994819641,2.70843005180359,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Guyana,GUY,..,8.48414993286133,2.24131989479065,..,4.36033010482788,3.89569997787476,4.73775005340576,4.6647801399231,4.45058012008667,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Haiti,HTI,..,..,..,..,1.75314998626709,1.85704004764557,1.39585995674133,1.50423002243042,1.63206994533539,1.78681135177612,1.37101435661316,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Honduras,HND,..,..,6.29972791671753,5.87492990493774,7.0901198387146,6.41297006607056,5.15961980819702,4.93701982498169,6.05646991729736,4.91284990310669,6.43843984603882,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Hong Kong SAR, China",HKG,2.46608996391296,..,3.50960993766785,3.76031994819641,3.57255005836487,3.26212000846863,3.29264998435974,3.31010007858276,3.32651996612549,3.81060004234314,4.4063401222229,4.00102996826172
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Hungary,HUN,..,4.86840009689331,4.14111995697021,4.18772983551025,4.6003999710083,4.49410009384155,4.61454010009766,4.61409997940063,4.62282991409302,4.23763990402222,4.76000022888184,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Iceland,ISL,4.25862979888916,6.4314398765564,7.58223009109497,7.44868993759155,7.6414098739624,7.4579701423645,7.43219995498657,7.58385992050171,7.56170988082886,7.54735994338989,7.71999979019165,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,India,IND,..,4.32479000091553,3.8675000667572,3.84467005729675,..,4.11457014083862,4.25407981872559,4.30544996261597,4.36373996734619,4.40722990036011,4.47422981262207,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Indonesia,IDN,..,..,3.40748000144959,3.35904002189636,3.28800988197327,3.58360004425049,3.5,2.6699800491333,3,2.84185004234314,3.49000000953674,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Iran, Islamic Rep.",IRN,3.77391004562378,4.03064012527466,3.16859006881714,3.06795001029968,2.80135011672974,2.79738998413086,3.36576008796692,3.79040002822876,3.9553599357605,3.66319990158081,3.59243011474609,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Iraq,IRQ,..,..,..,..,..,4.48999977111816,4.71000003814697,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Ireland,IRL,4.60056018829346,4.13225984573364,5.75268983840942,5.34205007553101,4.87849998474121,3.75876998901367,3.74212002754211,3.50928997993469,3.39286994934082,3.29461002349854,3.09999990463257,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Israel,ISR,..,6.11282014846802,5.67253017425537,5.85425996780396,5.76681995391846,5.86211013793945,5.85578012466431,6.05790996551514,6.11233997344971,6.12578010559082,7.07000017166138,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Italy,ITA,..,4.29107999801636,4.05601978302002,4.14367008209229,4.06127977371216,4.07362985610962,3.81578993797302,4.04493999481201,4.25614023208618,4.09531021118164,4.26999998092651,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Jamaica,JAM,4.7791600227356,4.98346996307373,6.11246013641357,6.25108003616333,6.01586008071899,5.45521020889282,5.31461000442505,5.26016998291016,5.41380977630615,5.16364002227783,5.61749982833862,6.02747011184692
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Japan,JPN,..,3.46011996269226,3.64741992950439,3.62496995925903,3.55158996582031,3.26981973648071,3.14643001556396,3.13057994842529,3.07782006263733,3.15724992752075,3.42000007629395,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Jordan,JOR,..,..,3.5,3.5,3.79999995231628,3.45000004768372,3.45282006263733,3.22853994369507,2.98481011390686,2.98847007751465,3.67000007629395,3.21138000488281
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Kazakhstan,KAZ,..,3.25661993026733,3.9016900062561,3.43737006187439,3.42164993286133,2.7885799407959,2.97810006141663,2.75081992149353,2.61595010757446,2.8569700717926,4.44620370864868,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Kenya,KEN,..,5.1867299079895,4.93121004104614,4.83721017837524,4.7172999382019,4.74350023269653,4.89518022537231,4.96308994293213,5.10761976242065,4.97439002990723,5.07996988296509,4.79903984069824
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Kiribati,KIR,..,11.1858701705933,13.3843803405762,12.0265302658081,11.2323703765869,9.86295986175537,10.0935897827148,10.8631601333618,11.9682903289795,12.3946599960327,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Korea, Rep.",KOR,3.03873991966248,..,..,..,..,4.45423793792725,4.33309984207153,4.32823991775513,4.45807981491089,4.68465995788574,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Kuwait,KWT,..,..,3.75,3.88000011444092,4.40000009536743,4.77148008346558,5.84771013259888,6.3654899597168,6.38917016983032,6.49243021011353,6.55125999450684,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Kyrgyz Republic,KGZ,..,3.50838994979858,7.38423013687134,6.78020000457764,5.53159999847412,5.98550987243652,6.58615016937256,6.02618980407715,5.55267000198364,5.36674976348877,6.21486473083496,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Lao PDR,LAO,..,1.50369000434875,1.82147002220154,3.23380994796753,2.93780994415283,2.73689794540405,2.77442979812622,2.4979727268219,2.33501219749451,2.47532963752747,2.29976010322571,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Latvia,LVA,..,5.27427005767822,6.58270978927612,6.99697017669678,5.28122997283936,5.28251981735229,4.65749979019165,4.36671018600464,4.24356985092163,4.42507982254028,5.96999979019165,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Lebanon,LBN,..,..,2.14808988571167,2.43245005607605,2,2.09999990463257,2.12392997741699,2.13294005393982,2.52447009086609,2.59202003479004,1.69000005722046,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Lesotho,LSO,..,10.0915498733521,7.66605997085571,7.29226016998291,7.19859981536865,9,7.76074981689453,8.15688991546631,7.28535985946655,7.99171018600464,7.66936016082764,8.70263957977295
